afcd_code,name,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fibre_g_per_100g
F007421,"Prawn, banana, aquacultured, purchased cooked",102.5,23.2,1.0,0.0,0.0
F007424,"Prawn, brown tiger, wild, flesh, raw",103.3,23.4,0.9,0.0,0.0
F007423,"Prawn, black tiger, aquacultured, purchased cooked",91.3,20.2,1.0,0.0,0.0
F007431,"Prawn, endeavour, wild, flesh, raw",97.5,22.4,0.7,0.0,0.0
F007451,"Prawn, school, wild, flesh, raw",82.5,17.8,1.1,0.0,0.0
F007454,"Prawn, Western king, wild, flesh, raw",104.4,23.9,0.8,0.0,0.0
F007433,"Prawn, flesh, raw (green)",91.1,20.7,0.8,0.0,0.0
F007432,"Prawn, flesh, cooked from raw, no added fat",121.2,27.1,1.2,0.0,0.0
F008166,"Scallop, raw",83.9,15.6,0.8,3.4,0.0
F008165,"Scallop, fried, no added fat",104.9,19.5,1.0,4.2,0.0
F008828,"Squid or calamari, raw",78.4,16.7,1.2,0.0,0.0
F008825,"Squid or calamari, fried, no added fat",98.0,20.9,1.5,0.0,0.0
F000074,"Anchovy, canned in oil, drained",182.1,25.4,8.9,0.0,0.0
F003009,"Cod, smoked, raw",85.1,18.8,1.0,0.0,0.0
F003003,"Cod or hake, smoked, steamed",94.6,20.1,1.5,0.0,0.0
F007853,"Salmon, pink, canned in brine, drained",138.4,20.7,6.2,0.0,0.0
F007860,"Salmon, red, canned in brine, drained",147.5,24.4,5.5,0.0,0.0
F007847,"Salmon, flavoured, canned",128.6,15.5,5.0,5.5,0.0
F007864,"Salmon, smoked, sliced",188.1,24.3,10.1,0.0,0.0
F009300,"Tuna, unflavoured, canned in water, drained",129.1,26.1,2.6,0.0,0.0
F009285,"Tuna, canned in brine, drained",129.1,26.1,2.6,0.0,0.0
F009293,"Tuna, flavoured, canned in oil",137.9,18.0,5.8,3.3,0.3
F009804,"Snack ball, date based",332.0,8.8,11.7,45.0,9.9
F000333,"Bar, muesli, plain or with dried fruit",379.1,8.3,11.5,59.2,7.0
F000337,"Bar, muesli, plain or with dried fruit, chocolate-coated",395.1,6.1,11.5,64.1,6.4
F010956,"Bar, muesli, plain or with dried fruit, yoghurt-coated",400.3,6.6,14.0,59.5,6.4
F000344,"Bar, muesli, with nuts",444.8,9.4,19.9,54.2,6.8
F009803,"Bar, snack, oat based, baked",456.5,8.0,26.7,44.8,5.7
F000368,"Bar, snack, fruit filled, baked",334.6,3.9,3.0,71.1,4.5
F009801,"Bar, snack, with >55% nuts",517.0,18.8,34.6,31.0,6.8
F009802,"Bar, snack, with >35% nuts, added protein",511.0,25.0,31.9,30.0,4.8
F003802,"Extruded snack, cheese flavoured",487.1,8.8,25.8,53.5,3.2
F004248,"Snack, grain based, extruded, flavoured",462.2,7.4,22.6,54.2,6.9
F006030,"Noodle snack, wheat, flavoured, dry",497.1,10.4,23.6,60.0,1.7
F003198,"Corn chips, plain, salted",490.7,7.5,25.0,56.0,5.2
F009073,"Taco shell, from corn flour, plain",465.6,6.8,21.8,56.3,7.3
F006844,"Popcorn, commercial, butter flavoured, salted",490.7,9.1,26.5,49.6,8.8
F007193,"Potato crisps or chips, plain, salted",511.5,6.0,33.3,45.8,3.2
F007201,"Potato crisps or chips, salt & vinegar flavoured",501.2,6.8,32.6,43.6,3.6
F007189,"Potato crisps or chips, flavoured (other than salt & vinegar)",500.0,6.8,32.5,43.6,3.6
F007198,"Potato crisps or chips, reformed, salted",500.7,5.7,28.1,55.1,2.8
F007204,"Potato straws, French fries, plain",517.4,6.9,31.0,51.6,3.2
F009836,"Vegetable crisps or chips, sweet potato & taro, flavoured",490.2,3.0,31.1,47.7,6.3
F000279,"Bar, cherry & coconut centre, dark chocolate-coated",426.6,4.4,22.4,52.6,4.7
F000285,"Bar, coconut cream centre, milk chocolate-coated",425.0,4.5,22.4,52.1,7.4
F000296,"Bar, honeycomb centre, milk chocolate-coated",423.5,2.6,16.2,70.0,0.3
F000348,"Bar, nougat & caramel centre, milk chocolate-coated",423.0,3.4,15.9,68.9,1.4
F000372,"Bar, wafer & cream layers, chocolate-coated",499.5,6.2,27.2,59.7,1.9
F002916,"Chocolate, compound, cooking",511.5,4.0,30.3,57.0,4.6
F009837,"Chocolate, dark, no added sugar",506.2,6.9,38.3,32.1,9.9
F002921,"Chocolate, dark, high cocoa solids",528.2,3.9,30.3,62.6,1.2
F002929,"Chocolate, milk",520.8,7.6,30.6,56.0,2.3
F002934,"Chocolate, milk, fondant or caramel filled",478.5,6.0,24.7,61.4,2.0
F002937,"Chocolate, milk, with dried fruit & nuts",497.8,7.8,28.0,55.4,2.9
F002939,"Chocolate, milk, with nuts",555.7,9.9,39.5,40.7,4.7
F002946,"Chocolate, white",543.3,7.1,34.5,54.6,0.2
F003097,"Confectionery, almond, chocolate-coated",528.2,9.4,33.5,48.4,3.6
F003100,"Confectionery, chocolate centre, sugar-coated",485.7,4.8,18.8,76.7,1.8
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",499.5,9.5,29.6,49.6,3.8
F003114,"Confectionery, peanut, chocolate-coated",557.8,13.3,37.7,41.9,4.3
F003118,"Confectionery, sultana, chocolate-coated",458.4,6.1,21.5,61.9,2.6
F005215,"Liquorice, chocolate-coated",370.9,6.3,9.7,66.0,3.2
F002220,"Capers, pickled, canned, drained",30.1,2.4,0.9,1.7,3.2
F002953,"Chutney or relish, commercial",179.7,0.5,0.3,43.1,2.2
F004600,"Jam, berry",262.9,0.3,0.0,67.3,1.6
F004604,"Jam, plum",251.0,0.2,0.0,64.4,0.9
F004607,"Jam, stone fruit",251.0,0.2,0.0,64.4,0.9
F005421,"Marmalade, orange",253.3,0.1,0.0,65.5,0.8
F008777,"Spread, hazelnut & chocolate flavoured",523.9,6.8,30.3,57.8,3.7
F008969,"Sugar, brown",370.9,0.2,0.0,96.8,0.0
F008973,"Sugar, raw",381.7,0.0,0.0,99.8,0.0
F008976,"Sugar, white, granulated or lump",382.4,0.0,0.0,100.0,0.0
F008980,"Sugar, white, icing",382.4,0.0,0.0,100.0,0.0
F008981,"Sugar, white, icing mixture",381.9,0.0,0.0,99.6,0.0
F004219,"Glucose, liquid or syrup",303.1,0.0,0.0,87.5,0.0
F004380,Honey,277.7,0.3,0.0,72.3,0.0
F009049,"Syrup, golden",287.5,0.2,0.0,74.9,0.0
F009052,"Syrup, maple, pure",258.6,0.0,0.1,67.0,0.0
F009949,"Syrup, malt",318.1,6.2,0.0,75.0,0.0
F009937,"Syrup, rice malt",323.9,0.3,0.0,82.6,0.0
F009956,Treacle or molasses,268.2,0.6,0.0,69.2,0.4
F004611,"Jelly crystals, sugar sweetened, all flavours",378.1,7.1,0.0,90.7,0.0
F004615,"Jelly, sugar sweetened, all flavours, prepared",55.0,1.0,0.0,13.2,0.0
F002257,"Caramels, soft & hard",387.2,2.5,11.4,74.5,1.5
F005213,"Liquorice, allsorts",352.1,2.3,0.3,88.1,1.4
F005214,"Liquorice, black",306.6,5.7,0.8,70.3,3.5
F005235,"Lolly, hard varieties",374.3,0.0,0.0,98.4,0.0
F005236,"Lolly, jelly varieties",301.1,3.9,0.0,75.1,0.0
F005241,"Lolly, mint flavoured, sugar sweetened",379.5,0.1,2.0,93.3,0.0
F010772,"Lolly, with fruit juice",330.8,2.2,0.0,82.2,0.0
F005522,"Meringue, all flavours, commercial",367.6,2.6,1.4,90.1,0.0
F000396,"Basil, green, fresh, raw",22.5,2.6,0.5,0.2,3.3
F002907,"Chives, raw",28.7,1.5,0.3,2.6,4.7
F003192,"Coriander, fresh, raw",31.5,3.1,0.6,1.9,3.2
F003509,"Dill, fresh, raw",40.6,3.4,1.2,2.5,3.3
F010451,"Marjoram, fresh, raw",94.6,3.3,5.9,0.6,14.1
F005700,"Mint, fresh, raw",53.8,3.1,1.1,4.4,7.2
F010452,"Oregano, fresh, raw",94.6,3.3,5.9,0.6,14.1
F006321,"Parsley, continental, fresh, raw",35.9,3.9,0.7,1.1,5.0
F006322,"Parsley, curly, fresh, raw",22.9,1.9,0.2,0.4,5.8
F007716,"Rosemary, fresh, raw",94.6,3.3,5.9,0.6,14.1
F010439,"Sage, fresh, raw",94.6,3.3,5.9,0.6,14.1
F010466,"Thyme, fresh, raw",68.6,5.6,1.7,1.1,14.0
F000144,"Artichoke, globe, raw",34.7,2.8,0.2,1.3,8.1
F000142,"Artichoke, globe, boiled, drained",40.6,3.3,0.2,1.5,9.5
F000146,"Artichoke, jerusalem, peeled, raw",58.6,2.1,0.1,10.5,3.0
F000145,"Artichoke, jerusalem, peeled, boiled, drained",62.9,2.2,0.1,11.3,3.2
F000141,"Artichoke heart, canned in brine, drained",24.9,1.9,0.3,1.2,4.7
F000155,"Asparagus, green, raw",21.0,2.5,0.1,1.4,2.2
F000151,"Asparagus, green, boiled, drained",24.9,2.9,0.1,1.6,2.5
F000153,"Asparagus, green, fresh or frozen, baked, roasted, stir-fried or fried, grilled or BBQ'd, no added fat",25.6,3.0,0.1,1.7,2.6
F000149,"Asparagus, canned in brine, drained",24.1,1.9,0.1,1.5,3.9
F000162,"Avocado, hass, raw",156.1,1.6,14.6,2.2,5.9
F010994,"Avocado, shepard, raw",153.0,1.6,14.6,2.2,4.3
F000253,"Bamboo shoot, canned in water, heated, drained",13.6,0.8,0.0,1.3,2.8
F000431,"Bean, green, fresh, raw",25.3,1.8,0.0,3.3,2.8
F000430,"Bean, green, fresh, boiled, drained",27.2,1.9,0.0,3.5,3.0
F000434,"Bean, green, frozen, boiled, drained",25.8,1.4,0.2,2.8,3.8
F000428,"Bean, green, fresh, cooked, no added fat",29.9,2.1,0.0,3.9,3.2
F001015,"Beetroot, fresh, purple, peeled, raw",55.4,2.0,0.6,9.4,3.4
F001013,"Beetroot, fresh, purple, peeled, baked, no added fat",67.9,2.4,0.7,11.4,4.2
F001014,"Beetroot, fresh, purple, peeled, boiled, drained",59.8,2.1,0.6,10.0,3.7
F001010,"Beetroot, canned in brine, drained",44.0,1.2,0.0,8.7,2.0
F001301,"Bok choy, raw",18.9,2.5,0.2,0.6,2.4
F001300,"Bok choy, fried, no added fat",27.0,3.6,0.3,0.8,3.5
F001302,"Bok choy, steamed",19.6,2.6,0.2,0.6,2.6
F001905,"Broccoli, fresh, raw",32.0,4.0,0.4,1.2,3.5
F001904,"Broccoli, fresh, microwaved",26.8,3.2,0.4,1.3,2.9
F001900,"Broccoli, fresh, boiled, drained",23.9,2.9,0.3,1.2,2.5
F001899,"Broccoli, fresh, baked, no added fat",39.0,4.9,0.4,1.4,4.3
F001909,"Broccolini, fresh, raw",29.2,3.2,0.4,2.0,2.5
F001908,"Broccolini, fresh, boiled, drained",30.4,3.3,0.4,2.1,2.6
F001914,"Brussels sprout, fresh, raw",44.0,3.8,0.3,4.2,4.6
F001913,"Brussels sprout, fresh, boiled, drained",45.9,4.0,0.3,4.3,4.8
F011003,"Brussels sprout, fresh, baked, no added fat",48.8,4.2,0.4,4.6,5.1
F001996,"Cabbage, Chinese, raw",10.5,1.1,0.0,0.9,1.1
F001993,"Cabbage, Chinese, boiled, drained",11.0,1.1,0.0,0.9,1.1
F001990,"Cabbage, Chinese flowering, raw",17.0,1.3,0.3,0.9,2.8
F001988,"Cabbage, Chinese flowering, boiled, drained",17.7,1.4,0.3,0.9,2.9
F001998,"Cabbage, mustard, raw",18.4,2.3,0.3,0.7,1.8
F001997,"Cabbage, mustard, boiled, drained",19.1,2.4,0.3,0.7,1.9
F002006,"Cabbage, red, raw",30.6,2.2,0.3,3.2,3.1
F002003,"Cabbage, red, boiled, drained",31.8,2.3,0.3,3.3,3.2
F002010,"Cabbage, savoy, raw",21.5,1.7,0.1,2.3,2.3
F002009,"Cabbage, savoy, boiled, drained",22.2,1.8,0.1,2.4,2.4
F002015,"Cabbage, white, raw",24.1,1.2,0.0,3.8,2.2
F002014,"Cabbage, white, boiled, drained",25.1,1.2,0.0,3.9,2.3
F002239,"Capsicum, green, fresh, raw",16.5,0.9,0.0,2.5,1.5
F002238,"Capsicum, green, fresh, fried, no added fat",18.2,1.0,0.0,2.8,1.7
F002247,"Capsicum, red, fresh, raw",27.5,1.1,0.4,4.4,1.1
F002246,"Capsicum, red, fresh, fried, no added fat",30.6,1.2,0.4,4.9,1.2
F010259,"Capsicum, yellow, fresh, raw",28.0,1.1,0.4,4.3,1.5
F002266,"Carrot, baby, peeled, fresh, raw",32.0,0.7,0.1,5.5,3.3
F002265,"Carrot, baby, peeled, fresh, boiled, drained",34.4,0.8,0.1,5.9,3.5
F002263,"Carrot, baby, baked, no added fat",34.9,0.8,0.1,6.0,3.6
F002276,"Carrot, mature, peeled, fresh, raw",34.7,0.6,0.0,6.6,3.2
F002274,"Carrot, mature, peeled, fresh, baked, no added fat",42.3,0.7,0.0,8.0,3.9
F002275,"Carrot, mature, peeled, fresh, boiled, drained",33.2,1.1,0.3,5.1,3.3
F002286,"Cassava, peeled, fresh, raw",140.3,1.1,0.2,30.4,4.6
F002285,"Cassava, peeled, fresh, boiled, drained",151.1,1.2,0.3,32.7,5.0
F002288,"Cassava, white flesh, peeled, fresh, raw",153.9,0.6,0.3,34.1,4.6
F002287,"Cassava, white flesh, peeled, fresh, boiled, drained",165.4,0.6,0.3,36.7,4.9
F002290,"Cassava, yellow flesh, peeled, fresh, raw",126.9,1.6,0.2,26.7,4.7
F002289,"Cassava, yellow flesh, peeled, fresh, boiled, drained",136.5,1.7,0.2,28.7,5.0
F002378,"Cauliflower, fresh, raw",24.4,1.9,0.2,3.3,1.2
F002377,"Cauliflower, fresh, boiled, drained",25.3,2.0,0.2,3.4,1.2
F002374,"Cauliflower, fresh, baked, no added fat",29.9,2.3,0.2,4.0,1.5
F002384,"Celeriac, peeled, raw",38.7,1.6,0.2,5.0,5.1
F002383,"Celeriac, peeled, boiled, drained",41.6,1.7,0.2,5.4,5.5
F002390,"Celery, fresh, raw",17.7,0.6,0.1,2.8,1.6
F002389,"Celery, fresh, fried, no added fat",21.5,0.8,0.1,3.4,1.9
F002884,"Chicory, raw",16.0,1.8,0.2,0.8,1.8
F002883,"Chicory, boiled, drained",18.6,2.1,0.2,0.9,2.1
F002896,"Chilli (chili), green, raw",43.3,2.8,0.3,1.0,12.9
F002894,"Chilli (chili), green, fried, no added fat",48.0,3.1,0.3,1.1,14.3
F002901,"Chilli (chili), red, raw",46.1,1.4,0.7,4.8,7.2
F002900,"Chilli (chili), red, fried, no added fat",51.1,1.6,0.8,5.3,8.0
F002949,"Choko, peeled, fresh, raw",20.8,0.5,0.2,3.6,1.4
F002948,"Choko, peeled, fresh, boiled, drained",24.6,0.6,0.2,4.3,1.7
F003209,"Corn, fresh on cob, raw",88.2,3.6,1.8,12.5,4.2
F003200,"Corn, fresh on cob, boiled, drained",91.8,3.8,1.9,13.0,4.4
F003213,"Sweetcorn, fresh or frozen on cob, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",98.0,4.0,2.0,13.9,4.7
F003202,"Corn, kernels, purchased frozen, raw",93.2,3.0,0.9,16.8,2.5
F003201,"Corn, kernels, purchased frozen, boiled, drained",108.0,3.1,0.9,19.9,3.5
F003220,"Corn, kernels, canned in brine, drained",93.5,2.9,1.0,16.8,2.7
F003319,"Cucumber, common, peeled, raw",12.0,0.4,0.1,2.1,0.6
F003320,"Cucumber, common, unpeeled, raw",12.0,0.8,0.1,1.2,1.4
F010995,"Cucumber, Lebanese, peeled, raw",11.5,0.7,0.0,1.9,0.7
F003321,"Cucumber, Lebanese, unpeeled, raw",11.0,0.7,0.0,1.8,0.6
F003324,"Cucumber, telegraph, unpeeled, raw",13.4,1.2,0.1,1.4,0.9
F003761,"Eggplant, unpeeled, fresh, raw",20.3,1.0,0.2,2.6,2.6
F003753,"Eggplant, unpeeled, fresh, roasted, no added fat",32.0,1.4,0.2,4.2,4.5
F003784,"Endive, fresh, raw",13.9,1.5,0.2,0.4,2.2
F003820,"Fennel, fresh, raw",22.0,1.0,0.1,3.3,1.8
F003819,"Fennel, fresh, boiled, drained",25.8,1.2,0.1,3.9,2.1
F004193,"Garlic, peeled, fresh, raw",124.8,6.1,2.8,10.2,16.9
F004192,"Garlic, peeled, fresh, fried, no added fat",201.2,9.8,4.5,16.4,27.2
F004206,"Gherkin, pickled, drained, commercial",105.4,0.4,0.3,24.4,0.9
F004213,"Ginger, peeled, fresh, raw",31.5,0.8,0.4,4.8,2.8
F004212,"Ginger, peeled, fresh, fried, no added fat",38.2,1.0,0.5,5.8,3.4
F004781,"Kale, raw",25.6,3.3,0.0,0.3,5.2
F004780,"Kale, fried, no added fat",36.6,4.7,0.0,0.4,7.5
F004820,"Kohlrabi, peeled, fresh, raw",39.0,3.7,0.1,4.2,3.3
F004819,"Kohlrabi, peeled, fresh, boiled, drained",40.6,3.8,0.1,4.4,3.4
F005164,"Leek, fresh, raw",30.6,1.6,0.2,4.1,3.1
F005163,"Leek, fresh, fried, no added fat",36.8,2.0,0.2,4.9,3.8
F005162,"Leek, fresh, boiled, drained",33.9,1.8,0.2,4.6,3.5
F005191,"Lettuce, cos, raw",17.2,1.2,0.2,1.8,1.8
F005192,"Lettuce, iceberg, raw",14.3,1.0,0.0,2.1,1.1
F005193,"Lettuce, mignonette, raw",15.3,1.3,0.3,1.1,1.4
F005513,"Melon, bitter, fresh, raw",11.0,0.9,0.0,0.2,3.3
F005514,"Melon, hairy, fresh, raw",14.6,0.7,0.0,2.0,2.1
F005946,"Mushroom, common, fresh, raw",27.2,2.2,0.8,2.0,1.4
F005945,"Mushroom, common, fresh, fried, no added fat",49.7,5.0,1.4,3.1,2.7
F005949,"Mushroom, common, vitamin D enhanced, fresh, raw",20.8,2.2,0.4,1.3,1.4
F005948,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",37.3,4.0,0.7,2.3,2.5
F006195,"Okra, raw",26.8,3.1,0.2,1.4,3.7
F006194,"Okra, boiled, drained",28.7,3.3,0.2,1.5,4.0
F006198,"Olive, green or black, drained",207.5,2.2,21.7,0.0,3.2
F006225,"Onion, mature, brown skinned, peeled, raw",32.5,1.3,0.0,5.8,2.3
F006224,"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",52.3,2.1,0.0,9.4,3.8
F009800,"Onion, mature, red skinned, raw",27.7,0.8,0.0,5.5,1.8
F009820,"Onion, mature, red skinned, peeled, fried, no added fat",44.9,1.2,0.0,8.9,2.8
F006243,"Onion, mature, white skinned, peeled, fresh, raw",30.6,1.7,0.1,4.7,2.1
F006250,"Onion, spring, fresh, raw",30.4,1.7,0.2,4.6,1.9
F006249,"Onion, spring, fresh, fried, no added fat",48.8,2.7,0.3,7.4,3.1
F006328,"Parsnip, peeled, fresh, raw",58.8,1.6,0.4,10.1,4.1
F006326,"Parsnip, peeled, fresh, baked, no added fat",71.7,2.0,0.5,12.3,5.0
F006327,"Parsnip, peeled, fresh, boiled, drained",63.1,1.8,0.4,10.9,4.4
F006536,"Pea, green, fresh, raw",74.3,6.5,0.5,7.7,6.6
F006535,"Pea, green, fresh, boiled, drained",60.0,4.8,0.4,6.4,5.2
F006538,"Pea, green, frozen, boiled, drained",62.4,5.2,0.3,6.4,6.1
F007247,"Potato, coliban, peeled, raw",57.8,2.0,0.0,11.5,1.1
F007244,"Potato, coliban, peeled, baked, no added fat",88.0,3.0,0.0,17.4,1.7
F007245,"Potato, coliban, peeled, boiled, drained",55.9,1.0,0.0,11.6,2.0
F007254,"Potato, desiree, peeled, raw",57.4,2.3,0.0,10.7,1.7
F007250,"Potato, desiree, peeled, baked, no added fat",87.0,3.5,0.0,16.2,2.6
F007252,"Potato, desiree, peeled, boiled, drained",58.6,2.3,0.0,10.9,1.7
F007308,"Potato, new, peeled, raw",65.0,2.3,0.1,12.8,1.1
F007305,"Potato, new, peeled, baked, no added fat",98.7,3.5,0.2,19.4,1.7
F007306,"Potato, new, peeled, boiled, drained",67.4,2.5,0.1,12.8,2.3
F007325,"Potato, pale skin, peeled, raw",57.8,2.0,0.0,11.5,1.1
F007320,"Potato, pale skin, peeled, boiled, drained",61.7,1.5,0.1,12.1,2.0
F007314,"Potato, pale skin, peeled, baked, no added fat",88.0,3.0,0.0,17.4,1.7
F007361,"Potato, pontiac, peeled, raw",66.4,2.4,0.1,12.6,2.1
F007358,"Potato, pontiac, peeled, baked, no added fat",100.6,3.6,0.2,19.1,3.2
F007359,"Potato, pontiac, peeled, boiled, drained",67.6,2.4,0.1,12.8,2.1
F007368,"Potato, red skin, peeled, raw",57.4,2.3,0.0,10.7,1.7
F007364,"Potato, red skin, peeled, baked, no added fat",87.0,3.5,0.0,16.2,2.6
F007366,"Potato, red skin, peeled, boiled, drained",71.2,2.0,0.0,14.2,2.4
F007386,"Potato, sebago, peeled, raw",72.4,2.5,0.2,13.8,2.2
F007383,"Potato, sebago, peeled, baked, no added fat",109.9,3.8,0.2,20.8,3.3
F007384,"Potato, sebago, peeled, boiled, drained",72.7,2.5,0.4,13.1,2.5
F007235,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",225.6,3.8,10.1,28.2,3.0
F007236,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted",243.8,3.8,12.2,28.2,3.0
F007238,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",238.3,3.8,11.6,28.2,3.0
F007242,"Potato, chips, regular, purchased frozen, baked, no added fat",175.2,3.8,5.9,24.1,3.8
F007269,"Potato, fries, fast food outlet, deep fried, monounsaturated oil, salted",316.0,4.8,16.4,35.7,3.1
F007279,"Potato, fries, independent takeaway outlet, deep fried, blended oil, salted",325.3,4.8,17.4,35.7,3.1
F007411,"Potato, wedges, regular, purchased frozen, baked or roasted, no added fat",175.2,3.8,5.9,24.1,3.8
F007535,"Pumpkin, butternut, peeled, fresh, raw",45.2,2.1,0.6,6.9,1.8
F007533,"Pumpkin, butternut, peeled, fresh, baked, no added fat",53.1,2.5,0.7,8.1,2.1
F007534,"Pumpkin, butternut, peeled, fresh, boiled, drained",47.1,2.2,0.6,7.2,1.9
F007540,"Pumpkin, golden nugget, peeled, fresh, raw",29.6,2.2,0.3,4.0,1.1
F007538,"Pumpkin, golden nugget, peeled, fresh, baked, no added fat",34.9,2.6,0.4,4.7,1.3
F007539,"Pumpkin, golden nugget, peeled, fresh, boiled, drained",30.8,2.3,0.3,4.2,1.1
F007545,"Pumpkin, jarrahdale, peeled, fresh, raw",26.8,0.7,0.1,5.2,1.6
F007543,"Pumpkin, jarrahdale, peeled, fresh, baked, no added fat",31.5,0.8,0.1,6.1,1.9
F007544,"Pumpkin, jarrahdale, peeled, fresh, boiled, drained",27.7,0.7,0.1,5.4,1.7
F011004,"Pumpkin, kent/jap, peeled, fresh, raw",27.2,1.0,0.3,4.3,1.8
F010998,"Pumpkin, kent/jap, peeled, fresh, boiled, drained, no added fat",28.4,1.0,0.3,4.5,1.9
F011005,"Pumpkin, kent/jap, peeled, fresh, baked, no added fat",32.0,1.2,0.4,5.0,2.1
F007559,"Pumpkin, Queensland blue, peeled, fresh, raw",49.7,2.0,0.3,8.4,2.7
F007557,"Pumpkin, Queensland blue, peeled, fresh, baked, no added fat",58.3,2.4,0.4,9.9,3.2
F007558,"Pumpkin, Queensland blue, peeled, fresh, boiled, drained",51.6,2.1,0.3,8.8,2.8
F007555,"Pumpkin, peeled, fresh, raw",34.4,1.2,0.0,6.7,1.9
F007553,"Pumpkin, peeled, fresh, baked, no added fat",40.6,1.5,0.0,7.9,2.2
F007554,"Pumpkin, peeled, fresh, boiled, drained",35.9,1.3,0.0,7.0,2.0
F007606,"Radish, red skinned, unpeeled, raw",14.8,0.8,0.2,1.9,1.1
F007608,"Radish, white skinned, peeled, raw",20.6,0.7,0.3,2.9,1.8
F007712,"Rocket, fresh, raw",21.7,3.3,0.3,0.3,2.4
F008204,"Seaweed, nori, dried",302.6,46.7,4.3,2.3,34.3
F008203,"Seaweed, boiled, drained",54.5,8.4,0.8,0.4,6.2
F008227,"Shallot, peeled, fresh, raw",25.6,1.5,0.1,3.1,2.9
F008226,"Shallot, peeled, fresh, fried, no added fat",41.1,2.4,0.2,5.0,4.7
F008267,"Silverbeet, fresh, raw",20.8,2.1,0.2,1.4,2.3
F008266,"Silverbeet, fresh, boiled, drained",24.6,2.5,0.3,1.7,2.7
F008373,"Snow pea, fresh, raw",39.0,3.0,0.0,5.6,2.6
F008372,"Snow pea, fresh, fried, no added fat",48.8,3.8,0.0,7.0,3.2
F008371,"Snow pea, fresh, boiled, drained",42.1,3.2,0.0,6.0,2.8
F008749,"Spinach, baby, fresh, raw",16.3,2.8,0.0,0.0,2.5
F008761,"Spinach, Mature English, fresh, raw",19.6,2.4,0.3,0.6,2.5
F008760,"Spinach, Mature English, fresh, boiled, drained",23.2,2.8,0.4,0.7,2.9
F008763,"Spinach, water, fresh, raw",26.3,2.9,0.5,1.0,2.8
F008803,"Sprout, alfalfa, fresh, raw",21.7,3.2,0.3,0.5,2.2
F008806,"Sprout, bean, fresh, raw",22.5,3.1,0.1,1.6,1.3
F008811,"Squash, button, fresh, raw",26.3,2.7,0.2,3.2,0.5
F008810,"Squash, button, fresh, boiled, drained",31.1,3.2,0.2,3.8,0.6
F008813,"Squash, scallopini, fresh, raw",20.1,2.2,0.2,2.1,0.5
F008812,"Squash, scallopini, fresh, boiled, drained",23.9,2.6,0.2,2.5,0.6
F009021,"Swede, peeled, fresh, raw",22.2,0.9,0.0,3.7,2.2
F009020,"Swede, peeled, fresh, boiled, drained",23.9,1.0,0.0,4.0,2.4
F009035,"Sweet potato, orange flesh, peeled, fresh, raw",65.2,1.4,0.2,13.2,2.6
F010942,"Sweet potato, orange flesh, unpeeled, raw",65.5,1.4,0.2,13.2,2.7
F009033,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",79.6,1.8,0.2,16.1,3.2
F009034,"Sweet potato, orange flesh, peeled, fresh, boiled, drained",70.3,1.6,0.2,14.2,2.8
F010943,"Sweet potato, purple flesh, peeled, raw",115.9,1.4,0.2,25.5,2.7
F010999,"Sweet potato, purple flesh, peeled, baked, no added fat",141.3,1.8,0.2,31.1,3.3
F009037,"Sweet potato, white flesh, peeled or unpeeled, fresh or frozen, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",136.0,1.8,0.2,29.5,3.9
F009039,"Sweet potato, white flesh, peeled, raw",111.4,1.4,0.2,24.2,3.2
F009094,"Taro, peeled, fresh, raw",112.1,1.9,0.2,23.4,3.5
F009093,"Taro, peeled, fresh, boiled, drained",120.5,2.0,0.2,25.2,3.8
F009190,"Tomato, cherry, raw",21.5,0.9,0.0,3.5,1.7
F009193,"Tomato, common, raw",17.4,0.6,0.0,3.0,1.1
F009208,"Tomato, paste, with added salt",66.2,3.1,0.3,10.4,3.5
F009206,"Tomato, paste, no added salt",63.6,3.4,0.5,10.1,3.6
F009209,"Tomato, puree, commercial",23.4,1.2,0.1,3.8,1.5
F009217,"Tomato, sundried",263.1,11.2,4.6,35.2,14.7
F009222,"Tomato, whole, canned in tomato juice, undrained",18.9,0.9,0.0,3.0,1.0
F009221,"Tomato, whole, canned in tomato juice, drained",21.0,0.8,0.3,3.0,1.3
F010071,"Tomato, whole, canned in tomato juice, no added salt, undrained",18.9,0.9,0.0,3.0,1.0
F009340,"Turnip, white, peeled, fresh, raw",22.5,1.3,0.0,3.4,1.7
F009339,"Turnip, white, peeled, fresh, boiled, no added fat",24.1,1.4,0.0,3.6,1.8
F009491,"Vine leaf, grape, canned",60.7,4.3,2.0,1.8,9.9
F009514,"Water chestnut, peeled, canned, drained",52.1,0.6,0.9,9.3,2.7
F009532,"Watercress, raw",26.3,2.9,0.4,0.8,3.8
F009604,"Yam, wild harvested, cooked",107.1,3.2,0.3,20.9,3.5
